source_file,bbox_x,bbox_y,bbox_z,bbox_volume,n_points,n_cells,pt::Normals_mean,pt::Normals_std,pt::Normals_min,pt::Normals_p25,pt::Normals_median,pt::Normals_p75,pt::Normals_max,pt::Normals_sum,pt::Normals_count,cell::labels_mean,cell::labels_std,cell::labels_min,cell::labels_p25,cell::labels_median,cell::labels_p75,cell::labels_max,cell::labels_sum,cell::labels_count,case_id,fetal
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_001.vtp,62.179677963256836,48.08670902252197,38.555580139160156,115281.80464122185,57390.0,114788.0,0.0004531146274962229,0.5773500984187053,-1.0,-0.24253563582897186,0.0,0.24253563582897186,1.0,78.0127454160247,172170.0,6.099348363940481,4.124680525196788,1.0,3.0,4.0,11.0,12.0,700132.0,114788.0,topcow_ct_001,0
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_002.vtp,64.40619468688965,39.19425964355469,24.5052490234375,61859.901760353256,55566.0,111136.0,0.00032941370387794874,0.5773501827151091,-1.0,-0.24253563582897186,0.0,0.24253563582897186,1.0,54.912605609046295,166698.0,6.2139990642096175,3.689130056511234,1.0,3.0,5.0,11.0,12.0,690599.0,111136.0,topcow_ct_002,0
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_003.vtp,70.73721313476562,68.05343627929688,32.64607238769531,157155.2682560299,77520.0,155044.0,0.0007215613467376702,0.5773498250060258,-1.0,-0.16439898312091827,0.0,0.1961161345243454,1.0,167.80630679731257,232560.0,6.384542452465107,3.7287967632297936,1.0,3.0,6.0,11.0,12.0,989885.0,155044.0,topcow_ct_003,1
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_004.vtp,64.72243928909302,61.659820556640625,34.552589416503906,137891.57521876457,65776.0,131560.0,0.00066146853754038,0.5773498991746112,-1.0,-0.3837636709213257,0.0,0.40824830532073975,1.0,130.5262635757681,197328.0,6.5146701124962,3.8872210033565717,1.0,3.0,6.0,11.0,12.0,857070.0,131560.0,topcow_ct_004,0
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_005.vtp,56.94733428955078,42.64154052734375,26.635826110839844,64680.36421203814,62112.0,124220.0,0.00027166633954263755,0.5773502144096467,-1.0,-0.40824830532073975,0.0,0.40824830532073975,1.0,50.621219045016915,186336.0,5.863041378199968,3.1847918415431855,1.0,4.0,6.0,7.0,12.0,728307.0,124220.0,topcow_ct_005,0
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_006.vtp,57.70840644836426,43.5814208984375,32.55066680908203,81865.39415308947,47202.0,94404.0,0.0013658916047355402,0.5773486604142555,-1.0,-0.16439898312091827,0.0,0.1961161345243454,1.0,193.4184465801809,141606.0,6.635566289564002,4.144750236295545,1.0,3.0,6.0,11.0,15.0,626424.0,94404.0,topcow_ct_006,0
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_007.vtp,66.20513153076172,58.18975830078125,27.267745971679688,105047.91706250695,67214.0,134436.0,-0.00036516384396555657,0.5773501604652382,-1.0,-0.16439898312091827,0.0,0.16439898312091827,1.0,-73.63236782490276,201642.0,6.271266625011158,3.6559335720918473,1.0,3.0,6.0,11.0,12.0,843084.0,134436.0,topcow_ct_007,0
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_008.vtp,63.707088470458984,42.583587646484375,22.0118408203125,59715.403164662464,47014.0,94032.0,-0.0008932720549925927,0.5773495856578732,-1.0,-0.2357022613286972,0.0,0.2357022613286972,1.0,-125.98887718026526,141042.0,5.9257274119448695,3.5122347478726925,1.0,3.0,5.0,8.0,12.0,557208.0,94032.0,topcow_ct_008,0
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_009.vtp,63.46009063720703,54.173370361328125,31.842010498046875,109467.9600498367,50618.0,101236.0,-0.0003231119416787049,0.5773501867299177,-1.0,-0.2357022613286972,0.0,0.2357022613286972,1.0,-49.065840791678056,151854.0,6.565095420601367,3.5988933136282326,1.0,4.0,6.0,11.0,12.0,664624.0,101236.0,topcow_ct_009,0
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_010.vtp,45.13517761230469,40.04644775390625,30.27264404296875,54717.91103410914,48242.0,96480.0,-0.0005355632492750848,0.5773500287182403,-1.0,-0.24253563582897186,0.0,0.24253563582897186,1.0,-77.50992681458592,144726.0,6.347989220563847,3.629567817318473,1.0,3.0,6.0,11.0,12.0,612454.0,96480.0,topcow_ct_010,1
cow_dataset/CoW_Centerline_Data/cow_meshes/topcow_ct_011.vtp,50.675851821899414,38.114593505859375,34.77497863769531,67167.50584948319,53928.0,107872.0,-0.00037711796206592085,0.5773501543626508,-1.0,-0.3651483654975891,0.0,0.24253563582897186,1.0,-61.01165237487294,161784.0,6.321093518243845,3.7613139962057818,1.0,4.0,6.0,10.0,15.0,681869.0,107872.0,topcow_ct_011,0
