case_id,component_1__segment__start__mean,component_1__segment__start__std,component_1__segment__start__min,component_1__segment__start__max,component_1__segment__start__count,component_1__segment__end__mean,component_1__segment__end__std,component_1__segment__end__min,component_1__segment__end__max,component_1__segment__end__count,component_1__radius__mean__mean,component_1__radius__mean__std,component_1__radius__mean__min,component_1__radius__mean__max,component_1__radius__mean__count,component_1__radius__sd__mean,component_1__radius__sd__std,component_1__radius__sd__min,component_1__radius__sd__max,component_1__radius__sd__count,component_1__radius__median__mean,component_1__radius__median__std,component_1__radius__median__min,component_1__radius__median__max,component_1__radius__median__count,component_1__radius__min__mean,component_1__radius__min__std,component_1__radius__min__min,component_1__radius__min__max,component_1__radius__min__count,component_1__radius__q1__mean,component_1__radius__q1__std,component_1__radius__q1__min,component_1__radius__q1__max,component_1__radius__q1__count,component_1__radius__q3__mean,component_1__radius__q3__std,component_1__radius__q3__min,component_1__radius__q3__max,component_1__radius__q3__count,component_1__radius__max__mean,component_1__radius__max__std,component_1__radius__max__min,component_1__radius__max__max,component_1__radius__max__count,component_1__length__mean,component_1__length__std,component_1__length__min,component_1__length__max,component_1__length__count,component_1__tortuosity__mean,component_1__tortuosity__std,component_1__tortuosity__min,component_1__tortuosity__max,component_1__tortuosity__count,component_1__volume__mean,component_1__volume__std,component_1__volume__min,component_1__volume__max,component_1__volume__count,component_1__curvature__mean__mean,component_1__curvature__mean__std,component_1__curvature__mean__min,component_1__curvature__mean__max,component_1__curvature__mean__count,component_1__curvature__sd__mean,component_1__curvature__sd__std,component_1__curvature__sd__min,component_1__curvature__sd__max,component_1__curvature__sd__count,component_1__curvature__median__mean,component_1__curvature__median__std,component_1__curvature__median__min,component_1__curvature__median__max,component_1__curvature__median__count,component_1__curvature__min__mean,component_1__curvature__min__std,component_1__curvature__min__min,component_1__curvature__min__max,component_1__curvature__min__count,component_1__curvature__q1__mean,component_1__curvature__q1__std,component_1__curvature__q1__min,component_1__curvature__q1__max,component_1__curvature__q1__count,component_1__curvature__q3__mean,component_1__curvature__q3__std,component_1__curvature__q3__min,component_1__curvature__q3__max,component_1__curvature__q3__count,component_1__curvature__max__mean,component_1__curvature__max__std,component_1__curvature__max__min,component_1__curvature__max__max,component_1__curvature__max__count,component_1_bifurcation__bifurcation__midpoint__mean,component_1_bifurcation__bifurcation__midpoint__std,component_1_bifurcation__bifurcation__midpoint__min,component_1_bifurcation__bifurcation__midpoint__max,component_1_bifurcation__bifurcation__midpoint__count,component_1_bifurcation__angles__pair1__mean,component_1_bifurcation__angles__pair1__std,component_1_bifurcation__angles__pair1__min,component_1_bifurcation__angles__pair1__max,component_1_bifurcation__angles__pair1__count,component_1_bifurcation__angles__pair2__mean,component_1_bifurcation__angles__pair2__std,component_1_bifurcation__angles__pair2__min,component_1_bifurcation__angles__pair2__max,component_1_bifurcation__angles__pair2__count,component_1_bifurcation__angles__pair3__mean,component_1_bifurcation__angles__pair3__std,component_1_bifurcation__angles__pair3__min,component_1_bifurcation__angles__pair3__max,component_1_bifurcation__angles__pair3__count
DUKE_001,211.1931818181818,93.64143305084254,22.0,427.0,1320.0,211.1931818181818,93.64143305084254,22.0,427.0,1320.0,1.3472059770571057,0.36507291421522203,1.0,2.3072085659275863,440.0,0.1424532411968923,0.11367151992993878,0.0,0.5,440.0,1.3277308626944113,0.3885214870053721,1.0,2.23606797749979,440.0,1.2057501685250878,0.3448098081972069,1.0,2.23606797749979,440.0,1.2575555965107,0.3631947315602352,1.0,2.23606797749979,440.0,1.4128649668804862,0.4019747859465779,1.0,2.3961343014623306,440.0,1.5674043537425733,0.4129362167957099,1.0,2.449489742783178,440.0,12.203602483708433,16.629480901621992,1.0,93.01753496980574,440.0,1.1762288433835735,0.23528164156593875,1.0,2.414213562373095,440.0,52.535997147985675,61.23288811092718,6.283185307179586,364.424747816416,440.0,0.4928051830599766,0.5024840384082081,0.0,2.356194490192345,440.0,0.20617290735443258,0.2235032364819525,0.0,0.7853981528607362,440.0,0.5149455420390875,0.517618004756735,0.0,2.356194490192345,440.0,0.1788142078760008,0.45916766971156603,0.0,2.356194490192345,440.0,0.3723946528453659,0.48946701338619836,0.0,2.356194490192345,440.0,0.6151485135032096,0.5782459601267066,0.0,2.356194490192345,440.0,0.8146446974335189,0.7432333946945084,0.0,2.356194490192345,440.0,210.49717514124293,93.11132540445253,23.0,426.0,354.0,99.90424960291296,36.498203040192884,35.26438968275467,180.0,118.0,120.35690766254606,35.93266415991295,35.26438968275467,180.0,118.0,107.76544021009758,34.164051280604134,35.26438968275467,180.0,118.0
DUKE_002,175.9848484848485,64.32893510422592,35.0,269.0,132.0,175.9848484848485,64.32893510422592,35.0,269.0,132.0,1.103619102738772,0.12541497031038615,1.0,1.4895004765856439,44.0,0.12388239800430614,0.10185767024414973,0.0,0.37219777994232767,44.0,1.075311556795108,0.14705051551275486,1.0,1.4142135623730951,44.0,1.0,0.0,1.0,1.0,44.0,1.0329488060978598,0.0904179852512921,1.0,1.4142135623730951,44.0,1.1462423719003383,0.20246277573305763,1.0,1.7320508075688772,44.0,1.3356716504931923,0.28216591875198993,1.0,2.0,44.0,27.27928043403109,58.032470847619706,1.0,274.51063590571,44.0,1.348933810449069,0.488456169254785,1.0,3.3632322720449443,44.0,85.2514006451412,187.42220891057963,6.283185307179586,911.06186954104,44.0,0.6534755739908741,0.4885217902633389,0.0,1.9106332362490186,44.0,0.3006553542333787,0.21638687564211734,0.0,0.5674734196871237,44.0,0.6800719938808638,0.4848370031717117,0.0,1.9106332362490186,44.0,0.1862231506300523,0.5105165109628009,0.0,1.9106332362490186,44.0,0.4845090128930906,0.5091820738580278,0.0,1.9106332362490186,44.0,0.8255320300095463,0.5405208156975362,0.0,1.9106332362490186,44.0,1.1244332124361707,0.6986647225106162,0.0,1.9106332362490186,44.0,174.63333333333333,65.52225236937109,35.0,265.0,30.0,118.94712194270724,35.26943966736727,90.0,180.0,10.0,124.86780515862264,34.77770400861127,54.73561031724534,180.0,10.0,102.15863368891095,31.411920151817974,70.52877936550931,179.99999879258172,10.0
DUKE_005,200.16156462585033,93.14730900988626,34.0,391.0,588.0,200.16156462585033,93.14730900988626,34.0,391.0,588.0,1.273467065521383,0.2971343706287894,1.0,2.051046690642114,196.0,0.13219002190063656,0.11052478462415603,0.0,0.4779529376863581,196.0,1.2617303015372396,0.31965241322512916,1.0,2.118033988749895,196.0,1.1403242107239966,0.2588583265267017,1.0,2.0,196.0,1.1933369320247984,0.2837162485385318,1.0,2.0,196.0,1.3278917440365203,0.3417701095226341,1.0,2.23606797749979,196.0,1.4898730751376053,0.37070348949379195,1.0,2.449489742783178,196.0,10.557014044763811,13.59483004293603,1.0,81.36068072031337,196.0,1.134764571132631,0.19513978936094764,1.0,2.0942922023016046,196.0,45.200465730220486,54.86121134401747,6.283185307179586,276.4601535159018,196.0,0.4055988019100291,0.39165199546590634,0.0,1.2217304763960308,196.0,0.194743492744104,0.2097130007189253,0.0,0.5847084989333851,196.0,0.42262413740391463,0.4018712084557835,0.0,1.2630564724597029,196.0,0.11702880114138578,0.2703108343890923,0.0,1.0471975511965979,196.0,0.2780076237937608,0.3454757562318368,0.0,1.0471975511965979,196.0,0.5174436900808498,0.489746910028817,0.0,1.5707963267948966,196.0,0.7016465107969818,0.6798790572978369,0.0,1.9106332362490186,196.0,199.56969696969696,92.8683802562709,44.0,370.0,165.0,103.40690012990531,40.42609063568508,35.26438968275467,180.0,55.0,120.87063418405684,31.784109219742938,35.26438968275467,180.0,55.0,104.87544124724477,35.60675947450905,35.26438968275467,179.99999879258172,55.0
DUKE_009,236.23666666666668,100.92123766141154,19.0,422.0,900.0,236.23666666666668,100.92123766141154,19.0,422.0,900.0,1.1833278103891376,0.23016134472707425,1.0,2.0,300.0,0.11397370471189584,0.10398050660736044,0.0,0.5,300.0,1.1592878621121572,0.24531583785983568,1.0,2.0,300.0,1.0828929027050394,0.20168364981918546,1.0,2.0,300.0,1.1178470770735578,0.22279636854465623,1.0,2.0,300.0,1.2219406356565885,0.27090277960999065,1.0,2.0,300.0,1.3644880930421246,0.31332450262669653,1.0,2.23606797749979,300.0,9.194986102712202,11.373104843205905,1.0,72.09346048574126,300.0,1.1850929695066377,0.24997251617829494,1.0,2.4308429132946485,300.0,33.04955471576463,36.79772924116871,6.283185307179586,210.4867077905161,300.0,0.5184919656137797,0.502686801942323,0.0,2.356194490192345,300.0,0.19192445521704557,0.21637360038663786,0.0,0.6679669319125836,300.0,0.5365082511438493,0.5156293531813432,0.0,2.356194490192345,300.0,0.23546835862000023,0.47930167448264827,0.0,2.356194490192345,300.0,0.3978636102130043,0.4972815503942672,0.0,2.356194490192345,300.0,0.6206701579084865,0.5558419032806418,0.0,2.356194490192345,300.0,0.7972463105236188,0.7064968735553253,0.0,2.356194490192345,300.0,236.47736625514403,100.66978626337902,33.0,416.0,243.0,98.24251722987813,37.08796448667354,35.26438968275467,180.0,81.0,118.61912678772693,30.430136948397426,54.73561031724534,180.0,81.0,109.37945193450605,36.34493036874632,35.26438968275467,180.0,81.0
DUKE_010,196.98717948717947,91.43745145148209,64.0,369.0,156.0,196.98717948717947,91.43745145148209,64.0,369.0,156.0,1.1512328027726122,0.15473776397931938,1.0,1.4142135623730951,52.0,0.08966568963664487,0.08824741271174433,0.0,0.20710678118654757,52.0,1.127450326884029,0.18234195822996344,1.0,1.4142135623730951,52.0,1.0796564543025182,0.1632471530857631,1.0,1.4142135623730951,52.0,1.095587745163022,0.16227253450600973,1.0,1.4142135623730951,52.0,1.1871926676109181,0.19693840084503744,1.0,1.4142135623730951,52.0,1.3026945263495693,0.18372860906266522,1.0,1.4142135623730951,52.0,12.593661321026552,15.152852739981912,1.0,54.82624025116913,52.0,1.1578223721968313,0.16289488871005164,1.0,1.4917160221917072,52.0,38.7865862231663,42.0311240365454,6.283185307179586,172.78759594743866,52.0,0.5128273194769795,0.47433122994714555,0.0,1.5707963267948966,52.0,0.20378994953697635,0.22847134890236284,0.0,0.670310424076751,52.0,0.5445358483953748,0.5072976788544221,0.0,1.5707963267948966,52.0,0.22205500023917987,0.4559891736887866,0.0,1.5707963267948966,52.0,0.39226323955078557,0.44871028008907393,0.0,1.5707963267948966,52.0,0.6466803446302614,0.5600101281250801,0.0,1.5707963267948966,52.0,0.8150733461659225,0.6991020453107202,0.0,1.9106332362490186,52.0,197.52380952380952,90.13673161085624,67.0,362.0,42.0,103.55254350784479,40.87172618694522,35.26438968275467,179.99999879258172,14.0,122.4055751133019,28.13010208461587,90.0,180.0,14.0,106.71017437635581,40.83004266474519,35.26438968275467,180.0,14.0
DUKE_012,177.99340866290018,86.53782771195601,22.0,452.0,2124.0,177.99340866290018,86.53782771195601,22.0,452.0,2124.0,1.337103074782152,0.3466895841670829,1.0,2.6389584337646843,708.0,0.13775595235387977,0.10783835237215085,0.0,0.5,708.0,1.320091585433377,0.36976930755801696,1.0,2.6389584337646843,708.0,1.1910249124008652,0.3137017860690061,1.0,2.449489742783178,708.0,1.2555634054619504,0.3447144468641757,1.0,2.544224088273931,708.0,1.4000035313159467,0.3860209265391931,1.0,2.733692779255437,708.0,1.559599178004077,0.40459313107011663,1.0,2.8284271247461903,708.0,16.485721269989543,24.86541345684206,1.0,240.8299310666238,708.0,1.1725116388550283,0.20973757886191693,1.0,3.067212891625803,708.0,66.50591905650258,85.27568294331765,6.283185307179586,622.035345410779,708.0,0.4943195234102543,0.43993423413584465,0.0,2.186276035465284,708.0,0.24662746394928878,0.2339704587535521,0.0,0.7853981633974483,708.0,0.5144842224408609,0.45781866652741865,0.0,2.186276035465284,708.0,0.11358074738800727,0.3178685308082484,0.0,2.186276035465284,708.0,0.35275545249244344,0.40452407984702465,0.0,2.186276035465284,708.0,0.6429351415594534,0.5571049029535864,0.0,2.186276035465284,708.0,0.876956208539316,0.7499270607966091,0.0,2.186276035465284,708.0,177.77606837606837,85.03099148397284,27.0,448.0,585.0,106.40754466547551,36.75347258420789,35.26438968275467,180.0,195.0,122.14423511652444,35.66642649439988,35.26438968275467,180.0,195.0,105.62611133884545,35.78578439250501,35.26438968275467,180.0,195.0
DUKE_021,150.70416666666668,62.75907623049876,37.0,326.0,1200.0,150.70416666666668,62.75907623049876,37.0,326.0,1200.0,1.1621480711172396,0.21837528232764947,1.0,2.5171898339006735,400.0,0.10923969988778243,0.10768216334845616,0.0,0.6180339887498949,400.0,1.139526196289272,0.23436782398431036,1.0,2.449489742783178,400.0,1.0638477631085024,0.1680117166421314,1.0,2.0,400.0,1.1016638435381274,0.19788073689486388,1.0,2.342778860141484,400.0,1.2041098752779353,0.27277276522306054,1.0,2.8284271247461903,400.0,1.3558072440689444,0.31904030612161666,1.0,2.8284271247461903,400.0,14.689735571521897,21.97628097952546,1.0,123.60259244957363,400.0,1.2412923561868465,0.37475233242924366,1.0,3.1462643699419726,400.0,51.03517265756619,76.92637069358629,6.283185307179586,524.6459731494955,400.0,0.5853720305224093,0.5776116681437621,0.0,2.5261129449194053,400.0,0.22079025507366976,0.22351373898720459,0.0,0.9553166181245093,400.0,0.5971543581503165,0.594751678194881,0.0,2.5261129449194053,400.0,0.2379856910889962,0.5717625954047391,0.0,2.5261129449194053,400.0,0.46613338357414064,0.5735756859540388,0.0,2.5261129449194053,400.0,0.7130792976813614,0.6342169302816676,0.0,2.5261129449194053,400.0,0.9231386978089523,0.7681145542049173,0.0,2.5261129449194053,400.0,150.23809523809524,61.63273565491305,37.0,303.0,315.0,104.77953074075508,33.41043927217527,35.26438968275467,180.0,105.0,121.29808131813661,32.82344594805582,45.0,180.0,105.0,101.55906144701248,37.437962903116805,35.26438968275467,180.0,105.0
DUKE_022,143.20634920634922,58.250596762433624,35.0,230.0,126.0,143.20634920634922,58.25059676243363,35.0,230.0,126.0,1.0406652313188731,0.09208614175012406,1.0,1.4040263055418836,42.0,0.05600129537388188,0.08615980197274772,0.0,0.2762773623832706,42.0,1.0197244553510998,0.08821044596843712,1.0,1.4142135623730951,42.0,1.0,0.0,1.0,1.0,42.0,1.0197244553510998,0.08821044596843712,1.0,1.4142135623730951,42.0,1.0394489107021996,0.12158970876725579,1.0,1.4142135623730951,42.0,1.181100886639731,0.28494064604636055,1.0,2.0,42.0,17.462482380447746,27.57861961799282,1.0,124.26430440313604,42.0,1.258853276833359,0.44976929139720545,1.0,3.1462643699419726,42.0,55.05267126290685,83.80358228258902,6.283185307179586,317.30085801256905,42.0,0.6000322732564779,0.6200816138528844,0.0,2.5261129449194053,42.0,0.2180714705635615,0.2399164578564121,0.0,0.6485475661111395,42.0,0.6364577232939874,0.6416614278906708,0.0,2.5261129449194053,42.0,0.2830165913713756,0.6568560710241061,0.0,2.5261129449194053,42.0,0.4225020500664315,0.6619526906015633,0.0,2.5261129449194053,42.0,0.7373896495703476,0.6788000835934448,0.0,2.5261129449194053,42.0,0.921871965986664,0.7705644383644582,0.0,2.5261129449194053,42.0,143.78787878787878,58.514829809388246,49.0,227.0,33.0,108.13374733040824,28.463641430497137,54.73561031724534,144.73561031724532,11.0,105.21631872157941,39.45495310310212,35.26438968275467,179.99999879258172,11.0,102.34483354984218,26.23855615394442,54.73561031724534,144.73561031724532,11.0
DUKE_028,203.90218579234974,92.59653208833014,38.0,407.0,1830.0,203.90218579234974,92.59653208833014,38.0,407.0,1830.0,1.3729480764106274,0.3318270730988043,1.0,2.79386637362799,610.0,0.14644366477862397,0.1259649802262733,0.0,0.6250659847004745,610.0,1.357123039029048,0.35605402428435234,1.0,2.8284271247461903,610.0,1.2147721371157882,0.30792930709146304,1.0,2.449489742783178,610.0,1.283738169886576,0.3415000910623557,1.0,2.8284271247461903,610.0,1.4413472712712156,0.37392809613877276,1.0,2.8284271247461903,610.0,1.6028366236431466,0.414606276442621,1.0,3.0,610.0,13.225562017347471,18.348927214472386,1.0,116.9914975066349,610.0,1.1560702751752987,0.22505740596541282,1.0,3.2916376370671503,610.0,63.14086218526371,85.10028452416422,6.283185307179586,493.23004661359755,610.0,0.4515893788525199,0.4342903682140311,0.0,2.186276035465284,610.0,0.20410836038675984,0.21776965305231893,0.0,0.7057618423722612,610.0,0.4623994514138055,0.4489157729668823,0.0,2.186276035465284,610.0,0.1299298757077624,0.339024352270945,0.0,2.186276035465284,610.0,0.3346782376198607,0.3960378430962954,0.0,2.186276035465284,610.0,0.5710056179390222,0.526831298715634,0.0,2.186276035465284,610.0,0.7717222642021231,0.7195358096778683,0.0,2.186276035465284,610.0,203.41458333333333,93.70081485234296,41.0,405.0,480.0,103.24849381667082,38.16291855524636,35.26438968275467,180.0,160.0,123.34209748901915,35.38902137064588,35.26438968275467,180.0,160.0,107.10351830054435,35.573444109092144,35.26438968275467,180.0,160.0
DUKE_034,124.15723270440252,58.283270656884625,20.0,258.0,954.0,124.15723270440252,58.283270656884625,20.0,258.0,954.0,1.2635516712886499,0.2430172878782315,1.0,1.976696471641777,318.0,0.1348300040447534,0.10379198765548729,0.0,0.3486897654372558,318.0,1.2437786676092917,0.2706071703684662,1.0,2.0,318.0,1.1232271826564568,0.20061776739478718,1.0,1.7320508075688772,318.0,1.1823465562713633,0.23953750560716472,1.0,2.0,318.0,1.3349407922445147,0.28420082793021295,1.0,2.0,318.0,1.483430594338986,0.3374893784759957,1.0,2.23606797749979,318.0,17.579442581700242,23.180228224572286,1.0,123.64082322156426,318.0,1.163909093359902,0.1826684449574549,1.0,1.9318516525781364,318.0,72.13808036639205,100.66849260401699,6.283185307179586,750.8406442079604,318.0,0.47200462487786693,0.41406502115776195,0.0,2.186276035465284,318.0,0.23705376419728577,0.22676129327086483,0.0,0.6624324206096701,318.0,0.4818732781017995,0.4243613513400504,0.0,2.186276035465284,318.0,0.10078702248661069,0.29918639405136543,0.0,2.186276035465284,318.0,0.3449335238005145,0.3832546533070705,0.0,2.186276035465284,318.0,0.6002894922051634,0.5101426297704271,0.0,2.186276035465284,318.0,0.8657856905739216,0.7474540664545238,0.0,2.186276035465284,318.0,124.21969696969697,57.6100152269866,21.0,257.0,264.0,103.41509976551716,37.89411215392582,35.26438968275467,180.0,88.0,129.4946451102973,30.236595087330468,70.52877936550931,180.0,88.0,102.1620953098627,38.15274526155548,35.26438968275467,180.0,88.0
